	blue	no_stimulus	red	stimulus	drift_1	constant
256.0	0.004016745756413555	0.1910301149039401	-0.03419405410490973	-0.03017730834849715	0.36486486486486613	1.0000000000000004
260.0	0.1251062216829907	0.04407088092749816	-0.010404828792216967	0.1147013928907763	0.3783783783783797	1.0000000000000009
264.0	0.20336587780907214	-0.04496562535101227	-0.0018697132925522245	0.20149616451651794	0.3918918918918933	1.0000000000000013
268.0	0.18506811678634905	-0.02729236397281001	-0.00023169670215417515	0.1848364200841924	0.4054054054054067	1.0000000000000016
272.0	0.16593514774388446	-0.007164654218624888	-1.4263064304583484e-05	0.16592088467958058	0.4189189189189204	1.0000000000000013
276.0	0.16005182080502778	-0.001166936781983461	-8.12949660123512e-16	0.16005182080502678	0.4324324324324338	1.0000000000000013
280.0	0.1513215081761556	0.006603948444248489	-1.1810655438793457e-15	0.15132150817615567	0.44594594594594744	1.0000000000000013
284.0	0.022545303480304143	0.13829476388693257	4.3314939504282983e-16	0.022545303480304417	0.45945945945946093	1.0000000000000007
288.0	-0.04659756014214491	0.20509762762255693	9.182612169688915e-16	-0.046597560142143814	0.4729729729729745	1.0
292.0	-0.02533396745629465	0.18277409313844026	0.0009550195293240669	-0.024378947926971054	0.4864864864864881	1.0000000000000004
296.0	-0.006377790136526923	0.04968413688356442	0.11484079079992554	0.10846300066339915	0.5000000000000016	1.0000000000000007
